Code,Country,Study,Submission,Documents,Note,Version,Date
SI,Slovenia,Post-Market,Competent Authority,MANDATORY,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Cover letter,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Application form,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Investigator’s Brochure (including any annexes) ,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,CIP,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,CEP,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Synopsis,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Statement of conformity,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Example of labels,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,The protection and confidentiality of personal data/ personal information,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,List of GSPRs,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,AS APLICABLE,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Risk management documentation,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Test reports,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Proof of Clinical Investigation Insurance,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Suitability of investigational sites and investigation site team,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Manufacturer’s Instructions for Use,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Suitability of the investigators,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Recruitment procedures and advertising materials,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,"ICF, participants information, compensation….",,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Decisions from other countries,,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Administration fee,https://www.uradni-list.si/glasilo-uradni-list-rs/vsebina/2019-01-1042/pravilnik-o-pristojbinah-na-podrocju-medicinskih-pripomockov,1.0,2022-04-29
SI,Slovenia,Post-Market,Competent Authority,Check the registration of the device in Slovenia,the JAZMP’s Register of economic operators established in the Republic of Slovenia. Download form: https://www.jazmp.si/en/medical-devices/registration-of-medical-devices/registration-of-a-device-in-accordance-with-the-regulation-eu-2017-745-on-medical-devices/ ,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,MANDATORY,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Cover letter,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Application form,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Investigator’s Brochure (including any annexes) ,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,CIP,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,CEP,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Synopsis,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Statement of conformity,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Example of labels,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,The protection and confidentiality of personal data/ personal information,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,List of GSPRs,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Administration fee,"Administrative fee for the procedure for permitting a clinical trial of ZP in the amount of € 500
The administrative fee for issuing the Decision on the KS ZP permit is set at € 165.50",1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,AS APLICABLE,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Risk management documentation,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Test reports,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Proof of Clinical Investigation Insurance,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Suitability of investigational sites and investigation site team,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Manufacturer’s Instructions for Use,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Suitability of the investigators,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Recruitment procedures and advertising materials,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,"ICF, participants information, compensation….",,1.0,2022-04-29
SK,Slovakia (Slovak republic),Pre-Market,Competent Authority,Decisions from other countries,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,MANDATORY,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Cover letter,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Application form,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Investigator’s Brochure (including any annexes) ,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,CIP,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,CEP,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Synopsis,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Statement of conformity,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Example of labels,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,The protection and confidentiality of personal data/ personal information,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,List of GSPRs,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Administrative fee,Administrative fee for the procedure for permitting a clinical trial of ZP in the amount of € 500                The administrative fee for issuing the Decision on the KS ZP permit is set at € 165.50,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,AS APLICABLE,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Risk management documentation,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Test reports,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Proof of Clinical Investigation Insurance,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Suitability of investigational sites and investigation site team,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Manufacturer’s Instructions for Use,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Suitability of the investigators,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Recruitment procedures and advertising materials,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,"ICF, participants information, compensation….",,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,CE Certificate,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,Decisions from other countries,,1.0,2022-04-29
SK,Slovakia (Slovak republic),Post-Market,Competent Authority,PMCF Plan,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,1.1 Sponsor identification,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,1.2 Legal representative identification,Only if the sponsor is not from the EU,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,1.3 investigation type (in online application),select the first alternative “Clinical investigation application,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,1.4 Submission type,"First submission in the EEA” can be selected if this is the first submission of the investigation to a competent authority in any of the countries within the European Economic Area (EEA). Also, Select ”First submission at the national level” if it is the first submission of the investigation to
the Swedish MPA",1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,"1.5 Participating countries whin EU/EEA/UK, Northern Ireland, Turkey & Switzerland",,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,1.6 Participating countries outside the above,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,1.7 CIP; 1.8 Title of the study,"Specify date, version, signature. Provide an unique CIP code",1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,2.1 Scientific opnion; 2.2 Design of the investigation; 2.3 Design methodology; 2.4 Development stage; 2.5 Objectives and endpoints,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,2.6 Synopsis ,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,Technical file about the device (3.1) ,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,3.2 Previous clinical investigation; 3.3 Scientific opinion/view; 3.4 Manufacturer of the investigational device ,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,4.1  & 4.2 Comparator device ,If aplicable,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,"5.1 Site sustainability, list of centers, PI CVs and GCPs.",,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,5.2 EC information,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,5.4 Expected number of subjects recruited within the Member State,,1.0,2022-04-29
SE,Sweden,Pre-Market,Competent Authority,Investigator Brochure IB,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,1.1 Sponsor identification,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,1.2 Legal representative identification,Only if the sponsor is not from the EU,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,1.3 investigation type (in online application),select “PMCF investigation notification”,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,1.4 Submission type,"First submission in the EEA” can be selected if this is the first submission of the investigation to a competent authority in any of the countries within the European Economic Area (EEA). Also, Select ”First submission at the national level” if it is the first submission of the investigation to
the Swedish MPA",1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,"1.5 Participating countries whin EU/EEA/UK, Northern Ireland, Turkey & Switzerland",,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,1.6 Participating countries outside the above,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,1.7 CIP; 1.8 Title of the study,"Specify date, version, signature. Provide an unique CIP code",1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,2.1 Scientific opnion; 2.2 Design of the investigation; 2.3 Design methodology; 2.4 Development stage; 2.5 Objectives and endpoints,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,2.6 Synopsis ,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,Technical file about the device (3.1) ,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,3.2 Previous clinical investigation; 3.3 Scientific opinion/view; 3.4 Manufacturer of the investigational device ,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,4.1  & 4.2 Comparator device ,If aplicable,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,"5.1 Site sustainability, list of centers, PI CVs and GCPs.",,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,5.2 EC information,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,5.4 Expected number of subjects recruited within the Member State,,1.0,2022-04-29
SE,Sweden,Post-Market,Competent Authority,Investigator brochure ,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Covering letter on headed paper,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,CIP,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Investigator’s brochure (IB),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Participant information sheet,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Participant consent form (ICF),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,"PI CV, GCP",,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Device details,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Essential requirements checklist (GDPRs),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Risk analysis,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,IFU,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Device labels,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Summary of all bench testing and pre-clinical testing conducted,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Summary of all clinical experience with the device to date,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,End of study reports for any concluded clinical investigations that involved the same medical device under investigation,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,List of standards met,,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Sterilisation validation report (where relevant),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Software information (where relevant),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Biological safety assessments of patient contacting materials (where relevant),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Information on animal tissues (where relevant),,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,"Information on any medicine or human blood derivative, or non-viable human tissues and cells incorporated into the device",,1.0,2022-04-29
UK,United Kingdo,Pre-Market,Competent Authority,Research ethics committee opinion (if available),,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Receipt of confirmation of EudraCT number,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Cover Letter ,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Application form,Signed and dated ,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,ICF,"local language, ",1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,subject information leaflet,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Recruitment plan,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Protocols with all amendments ,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Synopsis in local language,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,IB,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Summary of the products characteristic,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Centres list ,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,"PI CVs, GCPs","updated, signed & dated",1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,"All other staffs Cvs, GCPs","updated, signed & dated",1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Provision of indemnity or compensation,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Proof of Insurance,,1.0,2022-04-29
AT,Austria,Pre-Market,Ethics Committee,Agreement between all parties,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Receipt of confirmation of EudraCT number,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Cover Letter ,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Application form,Signed and dated ,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,ICF,"local language, ",1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,subject information leaflet,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Recruitment plan,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Protocols with all amendments ,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Synopsis in local language,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,IB,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Summary of the products characteristic,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Centres list ,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,"PI CVs, GCPs","updated, signed & dated",1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,"All other staffs Cvs, GCPs","updated, signed & dated",1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Provision of indemnity or compensation,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Proof of Insurance,,1.0,2022-04-29
AT,Austria,Post-Market,Ethics Committee,Agreement between all parties,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Register the device in the national system,Download form on webpgae. https://rceth.by/ru/Documents/Med/1 ,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Guide for researcher= IB,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Protocol & amendments ,Dated and signed,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,ICF in local language,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Subjects recruiment,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Documents on the financial aspect,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Proof of Insurance,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Agreement between the parties,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Permission to conduct a clinical trial,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,"PI & other staffs Cvs, GCPs",,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,IFU ,,1.0,2022-04-29
BY,Belarus,Pre-Market,Ethics Committee,Invoices (postal receipts) for the supply of the investigated medical device and medical equipment,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Register the device in the national system,Download form on webpgae. https://rceth.by/ru/Documents/Med/1 ,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Guide for researcher= IB,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Protocol & amendments ,Dated and signed,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,ICF in local language,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Subjects recruiment,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Documents on the financial aspect,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Proof of Insurance,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Agreement between the parties,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Permission to conduct a clinical trial,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,"PI & other staffs Cvs, GCPs",,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,IFU ,,1.0,2022-04-29
BY,Belarus,Post-Market,Ethics Committee,Invoices (postal receipts) for the supply of the investigated medical device and medical equipment,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,COVER LETTER,It should be clearly mentioned which Belgian regulatory pathway is applicable: Consolidated opinion FAMHP and EC ,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,List of documents submitted ,Template on website,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,APPLICATION FORM,Template on website,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,"CIP (with Annexes, version and date)",,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,Synopsis,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,INVESTIGATOR’S BROCHURE (With annexes),,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,Example of labels,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,LIST OF GENERAL SAFETY AND PERFORMANCE REQUIREMENTS,Template on website,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,MANUFACTURER’S IFU,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,CLINICAL EVALUATION PLAN,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,PROOF OF INSURANCE,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,"PI Cvs, GCPs, & DOI ",,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,SUITABILITY OF SITE(S),,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,Agreements between parties,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,RECRUITMENT AND ADVERTISING,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,"PATIENT INFO, ICF AND ICF PROCEDURE",,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,FINANCIAL AND OTHER ARRANGEMENTS,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,STATEMENT ON DATA PROTECTION,,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,"If multinational, status on submission procedure(s) in other countries, including any approval or refusal letter if applicable.",,1.0,2022-04-29
BE,Belgium,Pre-Market,Ethics Committee,CE certificate and manufacturer’s instructions for use of any comparator device used,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,COVER LETTER (Accusé de réception = AOR ),It should be clearly mentioned which Belgian regulatory pathway is applicable: EC ONLY,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Avis du Comité d’Ethique ,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Questionnaire type ,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Letter of advice from the Central Committee.,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Synopsis,In French. Max 3 pages,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Informed Consent Form ICF,In French compulsory. Other languages such as English & Dutch also available.,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,PROOF OF INSURANCE,The certificate must specify the expiry date of the insurance.,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Receipt of payment,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,RECRUITMENT AND ADVERTISING,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,CIP with amendments,Signed & dated by the investigator,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Contact details for the Central Ethics Committee and sites participating in the study,"Contact persons: e-mail addresses, addresses and telephone numbers.",1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,"INVESTIGATOR(S) CV, GCPs",,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Declaration of conflict of interest,dated and signed by all local investigators,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,FINANCIAL Agreements between the parties,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,IB ,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,CE Certificates,,1.0,2022-04-29
BE,Belgium,Post-Market,Ethics Committee,Instruction for sending documents,"(digital version and paper version), with all the required documents (specified versions and dates).
Some documents are to be provided in digital version; others are to be provided in digital version AND in paper version (6 copies).
Digital documents must be sent:
• Either by e-mail: comite.ethique@ghdc.be
• Or by e-mail via a eudralink link
• Either on cd-rom, by post, to the following address: GHdC – Site Saint Joseph
Comité d’Ethique
Rue Marguerite Depasse 6
6060 GILLY ",1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Cover Letter,,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Application Form (download from web),,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Administrative information (Download form) ,"Art. 2 of Regulation No10, 2008, of Ministry of Health",1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Participant information,Art 3 ,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,CIP,Art 4,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Device information,Art 5,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Documentation about medical institution technical resources and profecional qualification of investigating team,,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,"PI CV, GCP",Art 6,1.0,2022-04-29
BG,Bulgaria,Pre-Market,Ethics Committee,Financial source and administrative management ,Art 7,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Cover Letter,,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Application Form (download from web),,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Administrative information (Download form) ,"Art. 2 of Regulation No10, 2008, of Ministry of Health",1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Participant information,Art 3 ,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,CIP,Art 4,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Device information,Art 5,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Documentation about medical institution technical resources and profecional qualification of investigating team,,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,"PI CV, GCP",Art 6,1.0,2022-04-29
BG,Bulgaria,Post-Market,Ethics Committee,Financial source and administrative management ,Art 7,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Cover Letter ,,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Synopsis,Muticentric: Language of Lead EC or in English. Monocentric: Languge of EC. Template available,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Participants information & ICF,Template available,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Protocols,Signed & dated,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Monitoring plan (if available),,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,CRF,Draft accepted. Final document within the next 30 days. ,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,"PI Cvs, GCPs",,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Site sustainability,,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Agreements between the parties,Template available,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,"Recruitment plan , questionnaires…",,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Details on compensations,,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Other personnels,Template available online,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Information on handling personal Data,,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,"Information on reviews of this proposal by other Ethics Committees, or Regulatory Authorities (Foreign or Swiss)",If aplicable,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,"Sponsor Delegation Letter, signed",,1.0,2022-04-29
CH,Switzerland,Pre-Market,Ethics Committee,Extra for each local EC:  Evidence/Statement from the sponsor on the ability to conduct the clinical investigation ,,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Cover Letter ,,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Synopsis,Muticentric: Language of Lead EC or in English. Monocentric: Languge of EC. Template available,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Participants information & ICF,Template available,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Protocols,Signed & dated,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Monitoring plan (if available),,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,CRF,Draft accepted. Final document within the next 30 days. ,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,"PI Cvs, GCPs",,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Site sustainability,,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Agreements between the parties,Template available,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,"Recruitment plan , questionnaires…",,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Details on compensations,,1.0,2022-04-29
CH,Switzerland,Post-Market,Ethics Committee,Other personnels,Template available online,1.0,2022-04-29
